Algoritm,Yuklama ssenariysi,Takrorlash №,O'rtacha javob vaqti ART (s),O'tkazuvchanlik TH (so'rov/s),Yuk muvozanati LBI,SLA buzilishi (%),Resurs foydalanishi RU (%),Inferensiya vaqti T_inf (ms),Qoidalar qisqarishi RRR (%),Oracle chaqiriqlari,Qaror sifati DQ,Izohlanuvchanlik INT,Jami so'rovlar,Muvaffaqiyatli so'rovlar,Muvaffaqiyatsiz so'rovlar,Faol qoidalar K,Jami qoidalar N,Simulyatsiya vaqti (s)
Round Robin,low,0,0.57898,0.285,0.04664,18.0,67.026,0.0006,0.0,0,0.0,0.0,1000,1000,0,0,0,3513.4493
Round Robin,low,1,0.40119,0.3,0.08118,0.8,63.346,0.0008,0.0,0,0.0,0.0,1000,1000,0,0,0,3335.4833
Round Robin,low,2,0.40158,0.292,0.03779,0.8,65.724,0.0007,0.0,0,0.0,0.0,1000,1000,0,0,0,3424.2751
Round Robin,low,3,0.36231,0.313,0.06108,0.5,65.275,0.0011,0.0,0,0.0,0.0,1000,1000,0,0,0,3193.7366
Round Robin,low,4,0.42842,0.29,0.05897,1.6,62.093,0.0007,0.0,0,0.0,0.0,1000,1000,0,0,0,3449.326
Round Robin,low,5,0.3885,0.288,0.06936,1.0,60.448,0.0007,0.0,0,0.0,0.0,1000,1000,0,0,0,3469.6059
Round Robin,low,6,0.40836,0.303,0.10377,1.3,61.961,0.0006,0.0,0,0.0,0.0,1000,1000,0,0,0,3303.812
Round Robin,low,7,0.42324,0.31,0.04375,2.9,64.075,0.0007,0.0,0,0.0,0.0,1000,1000,0,0,0,3221.2385
Round Robin,low,8,0.41862,0.299,0.07052,4.0,64.186,0.0007,0.0,0,0.0,0.0,1000,1000,0,0,0,3345.1659
Round Robin,low,9,0.43828,0.319,0.07819,6.1,54.043,0.0007,0.0,0,0.0,0.0,1000,1000,0,0,0,3129.9944
Round Robin,low,10,0.43818,0.303,0.08943,4.0,61.343,0.0007,0.0,0,0.0,0.0,1000,1000,0,0,0,3303.4505
Round Robin,low,11,0.44148,0.311,0.05737,3.4,61.846,0.0007,0.0,0,0.0,0.0,1000,1000,0,0,0,3211.0816
Round Robin,low,12,0.40004,0.295,0.08615,0.6,59.654,0.0007,0.0,0,0.0,0.0,1000,1000,0,0,0,3385.2954
Round Robin,low,13,0.41569,0.303,0.09578,2.5,62.015,0.0007,0.0,0,0.0,0.0,1000,1000,0,0,0,3300.4607
Round Robin,low,14,0.41002,0.3,0.13636,1.6,57.038,0.0007,0.0,0,0.0,0.0,1000,1000,0,0,0,3327.8862
Round Robin,low,15,0.37283,0.307,0.10367,0.3,55.699,0.0014,0.0,0,0.0,0.0,1000,1000,0,0,0,3260.0413
Round Robin,low,16,0.46712,0.291,0.0879,8.2,63.605,0.0007,0.0,0,0.0,0.0,1000,1000,0,0,0,3432.6553
Round Robin,low,17,0.43376,0.309,0.07866,2.9,56.245,0.0008,0.0,0,0.0,0.0,1000,1000,0,0,0,3238.1104
Round Robin,low,18,0.40673,0.304,0.04733,2.1,64.602,0.0007,0.0,0,0.0,0.0,1000,1000,0,0,0,3287.2149
Round Robin,low,19,0.42573,0.3,0.05132,2.3,58.749,0.0007,0.0,0,0.0,0.0,1000,1000,0,0,0,3327.796
Round Robin,low,20,0.42705,0.296,0.11784,3.7,62.39,0.0007,0.0,0,0.0,0.0,1000,1000,0,0,0,3377.5263
Round Robin,low,21,0.41049,0.312,0.04677,3.3,66.345,0.0007,0.0,0,0.0,0.0,1000,1000,0,0,0,3203.598
Round Robin,low,22,0.42783,0.305,0.11908,4.5,59.885,0.0007,0.0,0,0.0,0.0,1000,1000,0,0,0,3280.4429
Round Robin,low,23,0.49104,0.292,0.05624,6.2,62.074,0.0007,0.0,0,0.0,0.0,1000,1000,0,0,0,3428.702
Round Robin,low,24,0.41811,0.316,0.01648,3.3,68.554,0.0007,0.0,0,0.0,0.0,1000,1000,0,0,0,3163.9156
Round Robin,low,25,0.51301,0.291,0.05901,11.4,65.972,0.0007,0.0,0,0.0,0.0,1000,1000,0,0,0,3440.1097
Round Robin,low,26,0.51778,0.295,0.05804,13.3,61.053,0.0008,0.0,0,0.0,0.0,1000,1000,0,0,0,3388.939
Round Robin,low,27,0.40728,0.302,0.09076,0.5,61.119,0.0007,0.0,0,0.0,0.0,1000,1000,0,0,0,3315.4604
Round Robin,low,28,0.4375,0.298,0.06088,2.5,63.983,0.0009,0.0,0,0.0,0.0,1000,1000,0,0,0,3356.1432
Round Robin,low,29,0.3843,0.294,0.04047,0.4,62.135,0.001,0.0,0,0.0,0.0,1000,1000,0,0,0,3395.6688
Round Robin,high,0,0.4639,0.914,0.07367,0.9,61.411,0.0018,0.0,0,0.0,0.0,1000,1000,0,0,0,1093.851
Round Robin,high,1,0.57759,0.858,0.08477,2.6,61.207,0.0011,0.0,0,0.0,0.0,1000,1000,0,0,0,1165.8007
Round Robin,high,2,0.49559,0.9,0.04252,1.1,60.53,0.0011,0.0,0,0.0,0.0,1000,1000,0,0,0,1110.9191
Round Robin,high,3,0.40546,0.903,0.07861,0.4,63.056,0.0011,0.0,0,0.0,0.0,1000,1000,0,0,0,1107.3914
Round Robin,high,4,0.48092,0.959,0.0228,2.4,67.933,0.0007,0.0,0,0.0,0.0,1000,1000,0,0,0,1042.7492
Round Robin,high,5,0.43443,0.881,0.05803,0.5,55.406,0.0008,0.0,0,0.0,0.0,1000,1000,0,0,0,1135.6242
Round Robin,high,6,0.46977,0.9,0.04479,1.1,59.96,0.0009,0.0,0,0.0,0.0,1000,1000,0,0,0,1110.8362
Round Robin,high,7,0.45634,0.911,0.10171,1.6,54.865,0.0008,0.0,0,0.0,0.0,1000,1000,0,0,0,1097.7198
Round Robin,high,8,0.60644,0.861,0.0762,4.6,61.219,0.0008,0.0,0,0.0,0.0,1000,1000,0,0,0,1161.3831
Round Robin,high,9,0.40482,0.881,0.08053,0.0,61.459,0.0009,0.0,0,0.0,0.0,1000,1000,0,0,0,1134.8044
Round Robin,high,10,0.48848,0.938,0.01419,2.2,69.956,0.0007,0.0,0,0.0,0.0,1000,1000,0,0,0,1066.6359
Round Robin,high,11,0.49708,0.885,0.09736,2.4,65.132,0.0007,0.0,0,0.0,0.0,1000,1000,0,0,0,1129.8074
Round Robin,high,12,0.38751,0.886,0.07904,0.1,61.268,0.0007,0.0,0,0.0,0.0,1000,1000,0,0,0,1128.7891
Round Robin,high,13,0.46048,0.86,0.03546,1.4,65.522,0.001,0.0,0,0.0,0.0,1000,1000,0,0,0,1162.9989
Round Robin,high,14,0.47692,0.903,0.05379,1.9,66.094,0.0011,0.0,0,0.0,0.0,1000,1000,0,0,0,1107.1666
Round Robin,high,15,0.50871,0.927,0.11043,2.8,61.609,0.0009,0.0,0,0.0,0.0,1000,1000,0,0,0,1078.7153
Round Robin,high,16,0.49019,0.891,0.05533,1.2,65.077,0.0007,0.0,0,0.0,0.0,1000,1000,0,0,0,1122.4402
Round Robin,high,17,0.54586,0.902,0.06342,2.4,64.807,0.0007,0.0,0,0.0,0.0,1000,1000,0,0,0,1108.4045
Round Robin,high,18,0.56519,0.913,0.09094,3.9,63.515,0.0008,0.0,0,0.0,0.0,1000,1000,0,0,0,1094.8451
Round Robin,high,19,0.39835,0.874,0.04406,0.1,64.101,0.0011,0.0,0,0.0,0.0,1000,1000,0,0,0,1143.8308
Round Robin,high,20,0.38802,0.897,0.02175,0.2,65.03,0.0011,0.0,0,0.0,0.0,1000,1000,0,0,0,1114.6744
Round Robin,high,21,0.49766,0.894,0.06667,2.8,66.766,0.0012,0.0,0,0.0,0.0,1000,1000,0,0,0,1119.175
Round Robin,high,22,0.53565,0.849,0.05026,2.1,63.665,0.0008,0.0,0,0.0,0.0,1000,1000,0,0,0,1177.9006
Round Robin,high,23,0.53576,0.885,0.05723,2.2,65.458,0.0007,0.0,0,0.0,0.0,1000,1000,0,0,0,1130.4442
Round Robin,high,24,0.44941,0.877,0.06461,0.3,65.667,0.0008,0.0,0,0.0,0.0,1000,1000,0,0,0,1140.0936
Round Robin,high,25,0.54872,0.952,0.03715,3.1,66.673,0.0007,0.0,0,0.0,0.0,1000,1000,0,0,0,1050.526
Round Robin,high,26,0.40948,0.929,0.11425,0.1,57.07,0.0007,0.0,0,0.0,0.0,1000,1000,0,0,0,1076.5637
Round Robin,high,27,0.53384,0.946,0.03838,2.1,61.56,0.0007,0.0,0,0.0,0.0,1000,1000,0,0,0,1057.5215
Round Robin,high,28,0.43496,0.839,0.0324,0.5,67.456,0.0009,0.0,0,0.0,0.0,1000,1000,0,0,0,1191.5347
Round Robin,high,29,0.44295,0.891,0.07332,0.6,58.613,0.0007,0.0,0,0.0,0.0,1000,1000,0,0,0,1122.7032
Round Robin,bursty,0,0.46965,1.045,0.0459,1.7,60.309,0.0008,0.0,0,0.0,0.0,1000,1000,0,0,0,956.7989
Round Robin,bursty,1,0.48775,1.148,0.06382,2.0,62.469,0.0008,0.0,0,0.0,0.0,1000,1000,0,0,0,871.2797
Round Robin,bursty,2,0.42112,1.164,0.11561,0.0,57.519,0.0007,0.0,0,0.0,0.0,1000,1000,0,0,0,858.7803
Round Robin,bursty,3,0.44807,1.093,0.06969,0.5,59.332,0.0008,0.0,0,0.0,0.0,1000,1000,0,0,0,915.1506
Round Robin,bursty,4,0.43663,1.165,0.06067,0.5,65.036,0.0008,0.0,0,0.0,0.0,1000,1000,0,0,0,858.5286
Round Robin,bursty,5,0.38382,1.183,0.04272,0.2,60.505,0.0007,0.0,0,0.0,0.0,1000,1000,0,0,0,845.6526
Round Robin,bursty,6,0.52261,1.175,0.02138,2.7,66.325,0.0007,0.0,0,0.0,0.0,1000,1000,0,0,0,851.3804
Round Robin,bursty,7,0.52011,1.204,0.07537,2.5,56.538,0.0007,0.0,0,0.0,0.0,1000,1000,0,0,0,830.3763
Round Robin,bursty,8,0.50845,1.078,0.01361,3.0,70.836,0.0007,0.0,0,0.0,0.0,1000,1000,0,0,0,927.6415
Round Robin,bursty,9,0.43108,1.084,0.06598,1.0,68.772,0.0007,0.0,0,0.0,0.0,1000,1000,0,0,0,922.483
Round Robin,bursty,10,0.5267,1.087,0.05633,3.2,62.222,0.001,0.0,0,0.0,0.0,1000,1000,0,0,0,920.2064
Round Robin,bursty,11,0.41763,1.062,0.03523,1.0,66.319,0.0007,0.0,0,0.0,0.0,1000,1000,0,0,0,941.4903
Round Robin,bursty,12,0.52462,1.108,0.11296,3.3,62.637,0.0007,0.0,0,0.0,0.0,1000,1000,0,0,0,902.5708
Round Robin,bursty,13,0.43355,1.175,0.12393,1.0,61.496,0.0006,0.0,0,0.0,0.0,1000,1000,0,0,0,851.26
Round Robin,bursty,14,0.45132,1.144,0.03595,0.2,64.801,0.0007,0.0,0,0.0,0.0,1000,1000,0,0,0,874.1242
Round Robin,bursty,15,0.55657,1.07,0.03157,3.5,69.437,0.0007,0.0,0,0.0,0.0,1000,1000,0,0,0,934.4499
Round Robin,bursty,16,0.52557,1.065,0.04708,3.4,65.27,0.0007,0.0,0,0.0,0.0,1000,1000,0,0,0,938.8702
Round Robin,bursty,17,0.52207,1.113,0.10642,1.9,62.169,0.0007,0.0,0,0.0,0.0,1000,1000,0,0,0,898.6052
Round Robin,bursty,18,0.48237,1.117,0.08347,2.4,65.989,0.001,0.0,0,0.0,0.0,1000,1000,0,0,0,895.4909
Round Robin,bursty,19,0.45883,1.238,0.03121,0.7,60.053,0.0007,0.0,0,0.0,0.0,1000,1000,0,0,0,807.6686
Round Robin,bursty,20,0.76407,1.223,0.04756,6.6,66.196,0.0011,0.0,0,0.0,0.0,1000,1000,0,0,0,817.4202
Round Robin,bursty,21,0.39673,1.197,0.05018,0.4,64.437,0.0019,0.0,0,0.0,0.0,1000,1000,0,0,0,835.7329
Round Robin,bursty,22,0.50082,1.067,0.03237,2.0,68.464,0.001,0.0,0,0.0,0.0,1000,1000,0,0,0,937.491
Round Robin,bursty,23,0.36804,1.091,0.02479,0.1,65.09,0.0016,0.0,0,0.0,0.0,1000,1000,0,0,0,916.3045
Round Robin,bursty,24,0.48276,1.117,0.03802,2.2,70.213,0.002,0.0,0,0.0,0.0,1000,1000,0,0,0,895.4498
Round Robin,bursty,25,0.47038,1.078,0.04948,2.4,62.034,0.0007,0.0,0,0.0,0.0,1000,1000,0,0,0,927.2947
Round Robin,bursty,26,0.44881,1.117,0.119,0.6,55.929,0.0009,0.0,0,0.0,0.0,1000,1000,0,0,0,895.4521
Round Robin,bursty,27,0.47494,1.238,0.06517,2.2,62.174,0.0007,0.0,0,0.0,0.0,1000,1000,0,0,0,808.0743
Round Robin,bursty,28,0.45229,1.061,0.06265,0.6,59.453,0.0007,0.0,0,0.0,0.0,1000,1000,0,0,0,942.5199
Round Robin,bursty,29,0.50078,1.069,0.06909,2.7,58.244,0.0007,0.0,0,0.0,0.0,1000,1000,0,0,0,935.2807
Round Robin,skewed,0,0.45294,0.588,0.01532,0.2,65.679,0.0008,0.0,0,0.0,0.0,1000,1000,0,0,0,1699.5731
Round Robin,skewed,1,0.48895,0.571,0.06858,1.4,62.732,0.0007,0.0,0,0.0,0.0,1000,1000,0,0,0,1751.5421
Round Robin,skewed,2,0.40639,0.577,0.06077,0.6,56.353,0.0007,0.0,0,0.0,0.0,1000,1000,0,0,0,1733.1553
Round Robin,skewed,3,0.42169,0.567,0.08154,0.9,56.025,0.0007,0.0,0,0.0,0.0,1000,1000,0,0,0,1763.3249
Round Robin,skewed,4,0.48468,0.618,0.03355,1.8,69.076,0.0007,0.0,0,0.0,0.0,1000,1000,0,0,0,1617.6187
Round Robin,skewed,5,0.39361,0.634,0.0527,0.2,64.138,0.0007,0.0,0,0.0,0.0,1000,1000,0,0,0,1576.1225
Round Robin,skewed,6,0.58166,0.582,0.06969,4.2,63.903,0.0009,0.0,0,0.0,0.0,1000,1000,0,0,0,1718.6085
Round Robin,skewed,7,0.41376,0.606,0.04649,0.1,62.578,0.0007,0.0,0,0.0,0.0,1000,1000,0,0,0,1649.8936
Round Robin,skewed,8,0.45728,0.652,0.02739,1.2,66.544,0.0009,0.0,0,0.0,0.0,1000,1000,0,0,0,1534.2956
Round Robin,skewed,9,0.52038,0.586,0.04148,2.3,63.583,0.0007,0.0,0,0.0,0.0,1000,1000,0,0,0,1705.1139
Round Robin,skewed,10,0.43906,0.602,0.08949,0.5,60.096,0.0007,0.0,0,0.0,0.0,1000,1000,0,0,0,1660.0734
Round Robin,skewed,11,0.54587,0.591,0.03176,3.5,65.823,0.0007,0.0,0,0.0,0.0,1000,1000,0,0,0,1692.6764
Round Robin,skewed,12,0.5143,0.603,0.06602,3.7,64.539,0.0007,0.0,0,0.0,0.0,1000,1000,0,0,0,1658.3109
Round Robin,skewed,13,0.43235,0.597,0.04043,0.6,68.716,0.0007,0.0,0,0.0,0.0,1000,1000,0,0,0,1674.6719
Round Robin,skewed,14,0.46069,0.618,0.11729,1.7,57.411,0.0007,0.0,0,0.0,0.0,1000,1000,0,0,0,1617.8568
Round Robin,skewed,15,0.54521,0.591,0.06902,2.2,60.991,0.0007,0.0,0,0.0,0.0,1000,1000,0,0,0,1690.8148
Round Robin,skewed,16,0.50803,0.622,0.08992,2.9,64.732,0.0013,0.0,0,0.0,0.0,1000,1000,0,0,0,1607.3999
Round Robin,skewed,17,0.40752,0.594,0.07002,0.3,58.892,0.0023,0.0,0,0.0,0.0,1000,1000,0,0,0,1684.1524
Round Robin,skewed,18,0.39793,0.595,0.06922,0.2,63.494,0.0009,0.0,0,0.0,0.0,1000,1000,0,0,0,1681.8262
Round Robin,skewed,19,0.49235,0.604,0.0229,1.3,66.753,0.0011,0.0,0,0.0,0.0,1000,1000,0,0,0,1655.3385
Round Robin,skewed,20,0.60481,0.611,0.02688,4.5,61.778,0.0009,0.0,0,0.0,0.0,1000,1000,0,0,0,1637.2481
Round Robin,skewed,21,0.51958,0.603,0.10613,1.7,58.17,0.001,0.0,0,0.0,0.0,1000,1000,0,0,0,1657.3165
Round Robin,skewed,22,0.47215,0.619,0.03344,0.8,68.297,0.0007,0.0,0,0.0,0.0,1000,1000,0,0,0,1616.0798
Round Robin,skewed,23,0.56895,0.609,0.09129,3.5,59.314,0.0007,0.0,0,0.0,0.0,1000,1000,0,0,0,1642.3347
Round Robin,skewed,24,0.48065,0.607,0.07984,2.1,63.549,0.0007,0.0,0,0.0,0.0,1000,1000,0,0,0,1648.5623
Round Robin,skewed,25,0.40498,0.627,0.04854,0.3,68.176,0.0008,0.0,0,0.0,0.0,1000,1000,0,0,0,1594.9451
Round Robin,skewed,26,0.53131,0.58,0.03079,2.3,68.249,0.0008,0.0,0,0.0,0.0,1000,1000,0,0,0,1723.8846
Round Robin,skewed,27,0.47715,0.56,0.09607,1.2,60.55,0.0008,0.0,0,0.0,0.0,1000,1000,0,0,0,1785.5529
Round Robin,skewed,28,0.49331,0.596,0.09982,1.8,59.32,0.0007,0.0,0,0.0,0.0,1000,1000,0,0,0,1677.2345
Round Robin,skewed,29,0.48671,0.61,0.12236,1.2,58.758,0.0008,0.0,0,0.0,0.0,1000,1000,0,0,0,1639.6324
Least Connections,low,0,0.44484,0.285,0.11578,4.9,57.236,0.0028,0.0,0,0.0,0.0,1000,1000,0,0,0,3513.4493
Least Connections,low,1,0.36576,0.3,0.14002,0.0,59.039,0.0033,0.0,0,0.0,0.0,1000,1000,0,0,0,3335.4833
Least Connections,low,2,0.41669,0.292,0.12527,0.2,53.057,0.0029,0.0,0,0.0,0.0,1000,1000,0,0,0,3424.2751
Least Connections,low,3,0.37562,0.313,0.14233,0.9,55.795,0.0033,0.0,0,0.0,0.0,1000,1000,0,0,0,3193.7366
Least Connections,low,4,0.4134,0.29,0.16236,0.4,51.854,0.0029,0.0,0,0.0,0.0,1000,1000,0,0,0,3449.326
Least Connections,low,5,0.39725,0.288,0.15634,1.0,51.344,0.003,0.0,0,0.0,0.0,1000,1000,0,0,0,3469.6059
Least Connections,low,6,0.41373,0.303,0.13746,0.8,55.412,0.0027,0.0,0,0.0,0.0,1000,1000,0,0,0,3303.812
Least Connections,low,7,0.39899,0.31,0.13832,1.1,55.296,0.0027,0.0,0,0.0,0.0,1000,1000,0,0,0,3221.2385
Least Connections,low,8,0.41525,0.299,0.15498,1.1,43.673,0.0032,0.0,0,0.0,0.0,1000,1000,0,0,0,3345.1659
Least Connections,low,9,0.42218,0.319,0.07446,5.5,49.353,0.0028,0.0,0,0.0,0.0,1000,1000,0,0,0,3129.9944
Least Connections,low,10,0.4084,0.303,0.10521,0.9,59.443,0.0026,0.0,0,0.0,0.0,1000,1000,0,0,0,3303.4505
Least Connections,low,11,0.40556,0.311,0.10061,0.3,56.398,0.0026,0.0,0,0.0,0.0,1000,1000,0,0,0,3211.0816
Least Connections,low,12,0.38364,0.295,0.16172,0.5,48.466,0.0028,0.0,0,0.0,0.0,1000,1000,0,0,0,3385.2954
Least Connections,low,13,0.42303,0.303,0.14397,1.8,53.645,0.0027,0.0,0,0.0,0.0,1000,1000,0,0,0,3300.4607
Least Connections,low,14,0.38789,0.3,0.11202,0.4,56.257,0.0027,0.0,0,0.0,0.0,1000,1000,0,0,0,3327.8862
Least Connections,low,15,0.4052,0.307,0.13802,0.5,48.904,0.0035,0.0,0,0.0,0.0,1000,1000,0,0,0,3260.0413
Least Connections,low,16,0.42821,0.291,0.17172,2.6,56.585,0.003,0.0,0,0.0,0.0,1000,1000,0,0,0,3432.6553
Least Connections,low,17,0.42588,0.309,0.16156,0.5,49.03,0.0029,0.0,0,0.0,0.0,1000,1000,0,0,0,3238.1104
Least Connections,low,18,0.40302,0.304,0.11086,2.9,58.513,0.0027,0.0,0,0.0,0.0,1000,1000,0,0,0,3287.2149
Least Connections,low,19,0.42575,0.3,0.11292,1.5,55.156,0.0028,0.0,0,0.0,0.0,1000,1000,0,0,0,3327.796
Least Connections,low,20,0.42858,0.296,0.13615,2.5,54.799,0.0027,0.0,0,0.0,0.0,1000,1000,0,0,0,3377.5263
Least Connections,low,21,0.42808,0.312,0.17944,0.4,55.484,0.0026,0.0,0,0.0,0.0,1000,1000,0,0,0,3203.598
Least Connections,low,22,0.38108,0.305,0.07645,1.6,62.367,0.0026,0.0,0,0.0,0.0,1000,1000,0,0,0,3280.4429
Least Connections,low,23,0.45736,0.292,0.09328,2.1,57.974,0.0028,0.0,0,0.0,0.0,1000,1000,0,0,0,3428.702
Least Connections,low,24,0.38733,0.316,0.12957,0.3,62.146,0.0027,0.0,0,0.0,0.0,1000,1000,0,0,0,3163.9156
Least Connections,low,25,0.43807,0.291,0.16124,2.9,58.714,0.0028,0.0,0,0.0,0.0,1000,1000,0,0,0,3440.1097
Least Connections,low,26,0.49058,0.295,0.11134,11.7,54.242,0.0028,0.0,0,0.0,0.0,1000,1000,0,0,0,3388.939
Least Connections,low,27,0.41844,0.302,0.15326,0.5,57.26,0.0027,0.0,0,0.0,0.0,1000,1000,0,0,0,3315.4604
Least Connections,low,28,0.39576,0.298,0.0954,0.5,55.621,0.0036,0.0,0,0.0,0.0,1000,1000,0,0,0,3356.1432
Least Connections,low,29,0.3847,0.294,0.12112,0.3,53.627,0.0036,0.0,0,0.0,0.0,1000,1000,0,0,0,3395.6688
Least Connections,high,0,0.45115,0.914,0.1216,0.4,59.176,0.0055,0.0,0,0.0,0.0,1000,1000,0,0,0,1093.851
Least Connections,high,1,0.53494,0.858,0.07444,1.8,59.422,0.0037,0.0,0,0.0,0.0,1000,1000,0,0,0,1165.8007
Least Connections,high,2,0.48655,0.9,0.07906,1.5,54.138,0.0042,0.0,0,0.0,0.0,1000,1000,0,0,0,1110.9191
Least Connections,high,3,0.40778,0.903,0.16862,0.1,54.706,0.0037,0.0,0,0.0,0.0,1000,1000,0,0,0,1107.3914
Least Connections,high,4,0.41105,0.959,0.04282,0.3,64.848,0.0033,0.0,0,0.0,0.0,1000,1000,0,0,0,1042.7492
Least Connections,high,5,0.43134,0.881,0.1381,0.8,48.412,0.0027,0.0,0,0.0,0.0,1000,1000,0,0,0,1135.6242
Least Connections,high,6,0.47323,0.9,0.18098,1.1,49.698,0.0035,0.0,0,0.0,0.0,1000,1000,0,0,0,1110.8362
Least Connections,high,7,0.42861,0.911,0.18271,0.9,47.13,0.0032,0.0,0,0.0,0.0,1000,1000,0,0,0,1097.7198
Least Connections,high,8,0.64456,0.861,0.22497,4.7,45.51,0.0028,0.0,0,0.0,0.0,1000,1000,0,0,0,1161.3831
Least Connections,high,9,0.4161,0.881,0.12853,0.1,58.911,0.0034,0.0,0,0.0,0.0,1000,1000,0,0,0,1134.8044
Least Connections,high,10,0.4895,0.938,0.02797,1.6,68.323,0.0028,0.0,0,0.0,0.0,1000,1000,0,0,0,1066.6359
Least Connections,high,11,0.45026,0.885,0.17834,0.9,50.467,0.0027,0.0,0,0.0,0.0,1000,1000,0,0,0,1129.8074
Least Connections,high,12,0.38603,0.886,0.10942,0.0,56.526,0.0034,0.0,0,0.0,0.0,1000,1000,0,0,0,1128.7891
Least Connections,high,13,0.40857,0.86,0.15925,0.1,56.859,0.0035,0.0,0,0.0,0.0,1000,1000,0,0,0,1162.9989
Least Connections,high,14,0.45736,0.903,0.06834,0.9,63.399,0.0039,0.0,0,0.0,0.0,1000,1000,0,0,0,1107.1666
Least Connections,high,15,0.60389,0.927,0.14255,4.9,58.015,0.0039,0.0,0,0.0,0.0,1000,1000,0,0,0,1078.7153
Least Connections,high,16,0.47367,0.891,0.18829,0.8,54.957,0.0028,0.0,0,0.0,0.0,1000,1000,0,0,0,1122.4402
Least Connections,high,17,0.47867,0.902,0.1712,0.4,52.629,0.0029,0.0,0,0.0,0.0,1000,1000,0,0,0,1108.4045
Least Connections,high,18,0.47874,0.913,0.18636,1.1,55.993,0.0027,0.0,0,0.0,0.0,1000,1000,0,0,0,1094.8451
Least Connections,high,19,0.39219,0.874,0.08356,0.0,59.471,0.0048,0.0,0,0.0,0.0,1000,1000,0,0,0,1143.8308
Least Connections,high,20,0.41159,0.897,0.08652,0.0,61.984,0.0037,0.0,0,0.0,0.0,1000,1000,0,0,0,1114.6744
Least Connections,high,21,0.46464,0.894,0.1279,0.7,58.175,0.0043,0.0,0,0.0,0.0,1000,1000,0,0,0,1119.175
Least Connections,high,22,0.52063,0.849,0.18217,1.9,53.422,0.0056,0.0,0,0.0,0.0,1000,1000,0,0,0,1177.9006
Least Connections,high,23,0.53805,0.885,0.07809,2.4,57.319,0.0037,0.0,0,0.0,0.0,1000,1000,0,0,0,1130.4442
Least Connections,high,24,0.43258,0.877,0.18083,0.3,49.318,0.0028,0.0,0,0.0,0.0,1000,1000,0,0,0,1140.0936
Least Connections,high,25,0.4708,0.952,0.16585,1.4,54.646,0.0027,0.0,0,0.0,0.0,1000,1000,0,0,0,1050.526
Least Connections,high,26,0.42769,0.929,0.19583,0.2,55.289,0.0028,0.0,0,0.0,0.0,1000,1000,0,0,0,1076.5637
Least Connections,high,27,0.47883,0.946,0.09264,1.0,56.051,0.0028,0.0,0,0.0,0.0,1000,1000,0,0,0,1057.5215
Least Connections,high,28,0.46229,0.839,0.12421,0.5,55.381,0.0027,0.0,0,0.0,0.0,1000,1000,0,0,0,1191.5347
Least Connections,high,29,0.41891,0.891,0.12196,0.1,53.291,0.0029,0.0,0,0.0,0.0,1000,1000,0,0,0,1122.7032
Least Connections,bursty,0,0.44105,1.045,0.14559,0.2,49.14,0.0029,0.0,0,0.0,0.0,1000,1000,0,0,0,956.7989
Least Connections,bursty,1,0.48259,1.148,0.16371,1.4,53.363,0.0032,0.0,0,0.0,0.0,1000,1000,0,0,0,871.2797
Least Connections,bursty,2,0.38747,1.164,0.08787,0.0,57.781,0.0038,0.0,0,0.0,0.0,1000,1000,0,0,0,858.7803
Least Connections,bursty,3,0.43809,1.093,0.17497,0.5,46.778,0.0035,0.0,0,0.0,0.0,1000,1000,0,0,0,915.1506
Least Connections,bursty,4,0.45592,1.165,0.19515,0.5,48.055,0.0027,0.0,0,0.0,0.0,1000,1000,0,0,0,858.5286
Least Connections,bursty,5,0.36104,1.183,0.09141,0.0,54.958,0.003,0.0,0,0.0,0.0,1000,1000,0,0,0,845.6526
Least Connections,bursty,6,0.4621,1.175,0.11861,0.8,57.821,0.0029,0.0,0,0.0,0.0,1000,1000,0,0,0,851.3804
Least Connections,bursty,7,0.48867,1.204,0.1895,1.5,47.803,0.0028,0.0,0,0.0,0.0,1000,1000,0,0,0,830.3763
Least Connections,bursty,8,0.54516,1.078,0.04949,4.2,64.763,0.0028,0.0,0,0.0,0.0,1000,1000,0,0,0,927.6415
Least Connections,bursty,9,0.39635,1.084,0.16781,0.1,53.598,0.0028,0.0,0,0.0,0.0,1000,1000,0,0,0,922.483
Least Connections,bursty,10,0.5401,1.087,0.07782,2.5,58.719,0.0034,0.0,0,0.0,0.0,1000,1000,0,0,0,920.2064
Least Connections,bursty,11,0.42388,1.062,0.11254,0.9,59.985,0.0031,0.0,0,0.0,0.0,1000,1000,0,0,0,941.4903
Least Connections,bursty,12,0.45852,1.108,0.14792,0.6,56.15,0.0026,0.0,0,0.0,0.0,1000,1000,0,0,0,902.5708
Least Connections,bursty,13,0.45388,1.175,0.08952,1.3,60.395,0.0026,0.0,0,0.0,0.0,1000,1000,0,0,0,851.26
Least Connections,bursty,14,0.41832,1.144,0.08376,0.0,57.172,0.0029,0.0,0,0.0,0.0,1000,1000,0,0,0,874.1242
Least Connections,bursty,15,0.51102,1.07,0.1025,2.2,62.535,0.0027,0.0,0,0.0,0.0,1000,1000,0,0,0,934.4499
Least Connections,bursty,16,0.4875,1.065,0.06123,2.9,57.476,0.0028,0.0,0,0.0,0.0,1000,1000,0,0,0,938.8702
Least Connections,bursty,17,0.43066,1.113,0.19393,0.2,51.662,0.0029,0.0,0,0.0,0.0,1000,1000,0,0,0,898.6052
